id,region,datecollected,youth,youngadult,middleaged,senior,incomeLevel
137306,Mississauga,2022-09-07,0.03,0.26,0.46,0.25,65570
761122,Stratford,2022-07-25,0.07,0.31,0.22,0.4,76418
571041,Guelph,2022-04-14,0.06,0.2,0.35,0.39,93693
743265,Toronto,2020-06-03,0.22,0.34,0.38,0.06,90772
922429,Stratford,2022-04-14,0.08,0.05,0.46,0.41,77384
473214,Oakville,2021-02-14,0.14,0.32,0.08,0.46,84127
477124,Kitchener,2020-08-27,0.38,0.16,0.07,0.39,42799
283679,Hamilton,2020-07-09,0.1,0.18,0.56,0.16,94950
358340,London,2021-08-28,0.35,0.2,0.28,0.17,30928
389421,Toronto,2022-04-18,0.34,0.14,0.41,0.11,105517
530123,Toronto,2022-08-18,0.24,0.35,0.21,0.2,110874
712861,Guelph,2020-04-20,0.01,0.39,0.11,0.49,87095
390232,Mississauga,2022-06-08,0.03,0.04,0.49,0.44,75572
944817,Mississauga,2022-04-27,0.03,0.38,0.17,0.42,81965
481824,London,2020-08-30,0.26,0.12,0.14,0.48,50170
81602,Guelph,2020-10-16,0.2,0.3,0.45,0.05,97777
518578,London,2020-07-03,0.02,0.04,0.09,0.85,84979
100769,London,2021-05-01,0.3,0.25,0.02,0.43,49603
160985,Oakville,2022-05-01,0.33,0.2,0.36,0.11,31533
337712,Toronto,2022-05-25,0.17,0.09,0.3,0.44,74634
91834,Kitchener,2020-08-29,0.3,0.33,0.04,0.33,102391
76819,Kitchener,2020-04-20,0.35,0.05,0.04,0.56,41517
366486,Guelph,2020-06-14,0.02,0.19,0.07,0.72,75907
691265,London,2020-12-26,0.34,0.4,0.26,0,108449
436622,Brampton,2021-10-15,0.29,0.13,0.29,0.29,89566
655171,Waterloo,2021-12-11,0.36,0.02,0.35,0.27,115260
600986,Guelph,2020-07-10,0.1,0.35,0.13,0.42,102260
440109,Stratford,2022-06-22,0.14,0.18,0.25,0.43,92581
878470,Waterloo,2020-11-24,0.2,0.38,0.2,0.22,90602
404145,London,2022-05-11,0.33,0.13,0.03,0.51,86531
164786,London,2021-10-11,0.02,0.11,0.01,0.86,54601
342902,Hamilton,2021-08-30,0.02,0.11,0.07,0.8,48207
624154,Hamilton,2021-02-01,0.12,0.07,0.23,0.58,48008
962308,Toronto,2021-12-25,0.32,0.13,0.4,0.15,89217
212708,London,2020-02-09,0.38,0.06,0.16,0.4,30801
749610,Toronto,2021-10-23,0.27,0.29,0.39,0.05,32284
571465,Brampton,2021-07-16,0.27,0.08,0.47,0.18,64956
220399,Oakville,2022-05-26,0.3,0.15,0.49,0.06,102994
679087,London,2020-10-12,0.08,0.28,0.45,0.19,41541
617785,Waterloo,2020-07-02,0.12,0.22,0.15,0.51,84611
16886,Waterloo,2021-09-01,0.14,0.22,0.42,0.22,119842
615758,Oakville,2021-12-26,0.08,0.37,0.18,0.37,38403
840452,London,2022-08-19,0.17,0.36,0.06,0.41,98498
45425,Hamilton,2021-05-23,0.18,0.16,0.08,0.58,72334
208839,Oakville,2022-07-26,0.21,0.24,0.35,0.2,47743
831495,Hamilton,2020-05-17,0.15,0.32,0.48,0.05,78687
775760,Mississauga,2021-06-04,0.12,0.21,0.37,0.3,88693
997873,Waterloo,2022-09-13,0.29,0.4,0.05,0.26,30140
731949,London,2020-11-03,0.19,0.03,0.29,0.49,39544
22048,London,2022-01-01,0.02,0.18,0.4,0.4,87334
566501,Mississauga,2021-03-14,0.13,0.11,0.4,0.36,58538
901382,Stratford,2020-07-25,0.13,0.39,0.01,0.47,103405
737589,London,2021-10-18,0.07,0.19,0.32,0.42,80653
923315,Kitchener,2020-04-26,0.17,0.35,0.26,0.22,36764
130540,Mississauga,2022-03-19,0.01,0.19,0.19,0.61,111170
837027,Oakville,2022-08-02,0.14,0.39,0.3,0.17,113069
655156,Oakville,2020-06-03,0.25,0.29,0.08,0.38,44893
522570,Hamilton,2022-08-17,0.35,0.19,0.3,0.16,89531
174463,Mississauga,2021-05-05,0.19,0.24,0.12,0.45,72394
986696,Hamilton,2022-08-26,0.16,0.02,0.46,0.36,33699
939034,Mississauga,2020-12-06,0.29,0.21,0.19,0.31,112945
629101,Waterloo,2020-02-19,0.13,0.27,0.17,0.43,33492
484768,Mississauga,2021-04-10,0.33,0.22,0.17,0.28,107823
524388,Waterloo,2021-10-24,0.3,0.38,0.07,0.25,117010
717915,Oakville,2021-01-29,0.11,0.18,0.29,0.42,33454
99628,London,2021-09-30,0.13,0.12,0.5,0.25,69936
605831,Mississauga,2022-04-22,0.23,0.16,0.34,0.27,63191
787283,Stratford,2020-09-26,0.2,0.39,0.32,0.09,78398
300543,Stratford,2021-02-19,0.06,0.38,0.45,0.11,74028
72309,Brampton,2020-08-14,0.15,0.15,0.2,0.5,37546
282235,London,2020-03-28,0.33,0.01,0.34,0.32,46481
173058,Stratford,2020-10-15,0.25,0.32,0.35,0.08,36352
698570,London,2022-01-30,0.23,0.35,0.33,0.09,60882
416483,Mississauga,2021-06-12,0.12,0.01,0.21,0.66,61277
76496,Guelph,2020-03-02,0.22,0.12,0.5,0.16,41216
331709,Stratford,2022-04-08,0.12,0.26,0.12,0.5,113245
184009,Toronto,2022-08-09,0.38,0.17,0.37,0.08,98701
965148,Mississauga,2022-06-05,0.37,0.25,0.35,0.03,114765
585950,Hamilton,2022-08-22,0.1,0.01,0.05,0.84,31231
416281,Kitchener,2020-04-21,0.05,0.38,0.37,0.2,70405
612207,Hamilton,2021-06-24,0.19,0.09,0.53,0.19,30544
641803,Kitchener,2021-11-04,0.04,0.04,0.29,0.63,70715
297875,Toronto,2021-05-19,0.17,0.03,0.49,0.31,51321
779910,Hamilton,2021-08-10,0.17,0.15,0.5,0.18,36418
188352,Waterloo,2020-12-03,0.17,0.08,0.56,0.19,97187
828368,Oakville,2021-04-26,0.3,0.22,0.06,0.42,118697
273669,London,2022-04-08,0.16,0.04,0.04,0.76,72488
504884,Oakville,2021-06-10,0.17,0.39,0.29,0.15,32446
32808,Brampton,2021-09-25,0.2,0.27,0.4,0.13,118241
990285,Kitchener,2021-11-10,0.08,0.21,0.46,0.25,80455
940535,Toronto,2020-03-16,0.38,0.22,0.35,0.05,103340
457596,Mississauga,2020-03-18,0.34,0.38,0.06,0.22,87284
174852,Kitchener,2021-06-20,0.31,0.15,0.49,0.05,47558
320183,Kitchener,2021-06-21,0.16,0.07,0.23,0.54,66605
36336,Brampton,2020-01-17,0.24,0.14,0.25,0.37,48459
426050,Guelph,2021-02-25,0.27,0.35,0.2,0.18,31298
267592,Waterloo,2021-10-18,0.32,0.24,0.13,0.31,76825
311152,Guelph,2021-07-10,0.28,0.3,0.04,0.38,75255
562918,Brampton,2020-09-03,0.26,0.09,0.15,0.5,78764
586532,Oakville,2021-08-15,0.3,0.27,0.42,0.01,47089
611996,London,2021-12-23,0.21,0.26,0.3,0.23,51680
873146,Stratford,2020-04-04,0.04,0.27,0.3,0.39,37521
966730,Hamilton,2022-04-25,0.02,0.1,0.54,0.34,68620
885858,Hamilton,2021-07-26,0.17,0.26,0.15,0.42,62899
631098,Brampton,2022-07-04,0.38,0.3,0.04,0.28,95634
574335,Stratford,2021-09-23,0.15,0.26,0.56,0.03,92070
640917,Oakville,2021-07-13,0.28,0.24,0.11,0.37,51808
991056,Brampton,2020-04-19,0.03,0,0.21,0.76,58556
401580,Kitchener,2022-09-17,0.12,0.31,0.53,0.04,55524
67988,London,2022-09-10,0.13,0.21,0.29,0.37,31837
86245,Guelph,2020-12-25,0.12,0.13,0.54,0.21,116821
240183,Guelph,2022-01-29,0.2,0.08,0.57,0.15,56211
113482,Stratford,2022-09-26,0.3,0.27,0.07,0.36,91311
790282,London,2020-02-11,0.38,0.27,0.05,0.3,53636
889538,Waterloo,2022-02-19,0.35,0.32,0.21,0.12,111145
470465,Mississauga,2021-12-03,0.34,0.14,0.49,0.03,43073
242348,Waterloo,2022-05-11,0.02,0.12,0.11,0.75,90875
388986,Kitchener,2020-02-24,0.15,0.24,0.58,0.03,66845
119098,Waterloo,2022-04-11,0.07,0.31,0.25,0.37,91157
658862,Hamilton,2022-06-09,0.24,0.28,0.09,0.39,87178
700488,Hamilton,2022-06-05,0.39,0.19,0.17,0.25,70862
795970,Hamilton,2022-07-22,0.16,0.08,0.03,0.73,116289
368282,Hamilton,2021-03-26,0.11,0.24,0.34,0.31,78036
443311,London,2020-05-17,0.37,0.16,0.36,0.11,57005
486904,Brampton,2022-08-19,0.18,0.2,0.38,0.24,73685
637954,Guelph,2022-06-04,0.33,0.12,0.52,0.03,81808
238312,Hamilton,2020-09-25,0.3,0.36,0.17,0.17,39467
604435,London,2020-04-24,0.34,0.38,0.05,0.23,117972
869211,Toronto,2021-05-07,0.16,0.28,0.4,0.16,105686
944154,Stratford,2021-11-08,0.28,0.04,0.2,0.48,90089
491660,Guelph,2022-05-05,0.11,0.26,0.21,0.42,107759
189906,Brampton,2021-09-15,0.19,0.31,0.34,0.16,50351
127593,Waterloo,2021-11-11,0.32,0.3,0.16,0.22,99429
960109,Toronto,2022-04-12,0.11,0.19,0.18,0.52,100535
794552,Oakville,2020-01-24,0.1,0.09,0.46,0.35,115745
166209,Hamilton,2022-04-17,0.07,0.08,0.28,0.57,38487
116673,Hamilton,2020-05-13,0.27,0.3,0.13,0.3,109198
95886,Hamilton,2020-10-01,0.26,0.09,0.53,0.12,104485
856677,London,2020-12-20,0.16,0,0.46,0.38,86268
279338,Waterloo,2020-11-02,0.23,0.3,0.27,0.2,32902
443284,Brampton,2020-09-21,0.11,0.37,0.31,0.21,70546
877518,Toronto,2021-04-16,0.35,0.07,0.55,0.03,65716
485601,Kitchener,2022-08-17,0.04,0.25,0.26,0.45,98107
533478,Brampton,2022-07-25,0.17,0.08,0.58,0.17,33833
915510,Toronto,2020-10-05,0.27,0.05,0.52,0.16,55592
58560,Toronto,2021-03-26,0,0.22,0.24,0.54,35584
243648,Guelph,2021-12-26,0.32,0.3,0.23,0.15,83684
374979,Mississauga,2021-11-14,0.25,0.39,0.04,0.32,89620
727715,Kitchener,2020-03-27,0.18,0.23,0.37,0.22,71466
1262,Waterloo,2020-03-06,0.34,0.07,0.2,0.39,83031
451972,Stratford,2022-04-16,0.09,0.1,0.16,0.65,33033
795681,Waterloo,2021-09-20,0.31,0.08,0.12,0.49,100153
199935,Brampton,2021-06-02,0.25,0.04,0.27,0.44,112600
356734,Hamilton,2020-09-17,0.33,0.09,0.02,0.56,86231
65668,London,2021-01-01,0.27,0.18,0.11,0.44,108482
687545,Guelph,2022-03-30,0.02,0.17,0.58,0.23,86296
652249,Toronto,2021-09-04,0.4,0.16,0.42,0.02,41861
583517,Mississauga,2021-12-16,0.05,0.15,0.27,0.53,113955
561189,Brampton,2022-05-10,0.36,0.32,0.22,0.1,67922
270080,Stratford,2020-09-01,0.24,0.03,0.54,0.19,84140
429227,Toronto,2021-02-13,0.21,0.11,0.45,0.23,107268
555241,Toronto,2020-12-16,0.34,0.08,0.29,0.29,71349
10554,Toronto,2022-06-01,0.09,0.37,0.21,0.33,89444
14505,Oakville,2022-01-30,0.19,0.19,0,0.62,113830
714230,Guelph,2021-12-29,0.02,0.14,0.57,0.27,58188
893738,Guelph,2020-02-12,0.33,0.11,0.2,0.36,74466
62128,Brampton,2022-01-31,0.16,0.25,0.42,0.17,40917
481442,London,2021-12-28,0.28,0.34,0.07,0.31,42978
961065,Waterloo,2022-03-09,0.08,0.05,0.42,0.45,104227
398343,Brampton,2022-07-21,0.26,0.24,0.24,0.26,59585
458163,Toronto,2020-04-25,0.12,0.12,0.13,0.63,38596
500616,Toronto,2021-10-16,0.13,0.18,0.12,0.57,88264
333915,Mississauga,2020-11-02,0.05,0.34,0.49,0.12,86889
106290,Oakville,2022-04-26,0.23,0.01,0.56,0.2,89178
293225,Kitchener,2020-04-25,0.06,0.04,0.43,0.47,96062
998551,Brampton,2022-07-12,0.32,0.27,0.13,0.28,99041
905514,Brampton,2020-02-08,0.03,0.22,0.57,0.18,45212
866691,Hamilton,2022-08-07,0.21,0.34,0.06,0.39,108514
338927,Brampton,2021-05-19,0.03,0.07,0.28,0.62,117422
874447,Oakville,2020-06-26,0.37,0.31,0.25,0.07,51668
847867,Waterloo,2020-01-26,0.09,0.13,0.25,0.53,101515
378186,Guelph,2021-03-22,0.2,0.21,0.26,0.33,115480
12055,Toronto,2020-02-05,0.05,0.22,0.53,0.2,45218
500674,Waterloo,2022-05-01,0.04,0.1,0.59,0.27,76919
80817,Brampton,2020-09-10,0.25,0.2,0.45,0.1,100574
302005,London,2022-04-03,0.1,0.01,0.14,0.75,96780
595914,London,2020-12-25,0.18,0.06,0.51,0.25,49819
527553,Toronto,2021-01-25,0.18,0.33,0.48,0.01,89841
773270,Mississauga,2022-09-27,0.16,0.19,0.15,0.5,38237
223681,Stratford,2021-08-02,0.21,0.31,0.05,0.43,66749
176803,Waterloo,2022-02-06,0.19,0.25,0.34,0.22,54656
877947,Waterloo,2020-05-02,0.13,0.13,0.58,0.16,60609
868005,Stratford,2020-02-16,0.35,0.22,0.14,0.29,79484
350664,Stratford,2021-07-25,0.36,0.35,0.1,0.19,98569
933816,Kitchener,2020-12-09,0.34,0.13,0.33,0.2,102204
120010,Hamilton,2021-11-07,0.02,0.13,0.57,0.28,68108
853728,Toronto,2020-06-01,0.12,0.13,0.13,0.62,31846
716394,Oakville,2021-10-03,0.3,0.15,0.23,0.32,111605
502674,Stratford,2020-07-07,0.32,0.36,0.27,0.05,87392
482850,Brampton,2022-05-09,0.13,0.22,0.02,0.63,38838
422288,Hamilton,2021-12-21,0.22,0.34,0.03,0.41,50205
646344,Waterloo,2022-02-27,0.22,0.2,0.09,0.49,72853
357642,Guelph,2020-09-20,0.27,0.23,0.38,0.12,118389
159662,Brampton,2021-11-10,0.04,0.01,0.11,0.84,77802
482450,Toronto,2022-07-30,0.34,0.11,0.1,0.45,109190
221169,Stratford,2020-02-28,0.31,0.23,0.05,0.41,110071
28583,London,2022-03-05,0.08,0.07,0.08,0.77,109795
3740,Waterloo,2020-06-24,0.11,0.22,0.25,0.42,80493
554567,Hamilton,2022-08-01,0.17,0.23,0.55,0.05,43041
996215,Kitchener,2022-06-09,0.28,0.29,0.34,0.09,114049
824961,Kitchener,2020-03-25,0.33,0.1,0.48,0.09,103172
467622,Mississauga,2021-08-28,0.37,0.04,0.48,0.11,107839
296879,Hamilton,2021-04-26,0.39,0.04,0.52,0.05,90868
933916,Hamilton,2021-07-20,0.09,0.29,0.55,0.07,62483
516548,Guelph,2022-03-14,0.19,0.35,0.36,0.1,35604
24219,Waterloo,2020-03-04,0.15,0.18,0.44,0.23,115160
78907,London,2021-03-14,0.07,0.19,0.07,0.67,71772
740841,Waterloo,2022-08-09,0.1,0.28,0.16,0.46,102272
162831,Kitchener,2020-02-16,0.39,0.24,0.28,0.09,67684
632462,Brampton,2020-09-09,0.32,0.18,0.2,0.3,105592
613440,London,2020-04-14,0.08,0.26,0.39,0.27,113954
25417,Stratford,2020-05-31,0.17,0.08,0.35,0.4,118540
464527,Kitchener,2021-08-27,0.04,0.27,0.51,0.18,71383
244756,Stratford,2021-01-07,0.1,0.29,0.31,0.3,41739
435101,Oakville,2021-11-15,0.13,0.05,0.25,0.57,93709
954652,Hamilton,2022-02-17,0.36,0.06,0.07,0.51,73759
685234,Kitchener,2021-07-16,0.23,0.37,0.07,0.33,52947
846779,Waterloo,2021-11-08,0.25,0.36,0.16,0.23,74739
159220,Stratford,2020-01-20,0.25,0.33,0.22,0.2,105870
767584,Mississauga,2020-03-30,0.12,0.23,0.28,0.37,95450
851920,Oakville,2022-02-08,0.16,0.23,0.52,0.09,32835
239985,Oakville,2021-07-01,0.2,0.31,0.1,0.39,40101
187514,Oakville,2020-03-02,0.23,0.34,0.22,0.21,62340
241088,Brampton,2021-06-26,0.29,0.28,0.12,0.31,102009
673428,Waterloo,2020-01-08,0.1,0.01,0.07,0.82,107149
226731,Mississauga,2022-06-15,0.23,0.13,0.14,0.5,97627
546239,Mississauga,2022-02-23,0.22,0.19,0.4,0.19,88466
801211,Hamilton,2022-06-13,0.18,0.02,0.34,0.46,84834
248933,Hamilton,2021-05-31,0.24,0.01,0.15,0.6,55085
335600,Mississauga,2020-09-26,0.25,0.13,0.06,0.56,72499
78427,Stratford,2020-04-01,0.08,0.1,0.39,0.43,64289
761326,Kitchener,2021-08-11,0.13,0.28,0.21,0.38,95890
317251,London,2020-01-19,0.14,0.37,0.03,0.46,80807
384552,Mississauga,2020-09-23,0.25,0.11,0.1,0.54,53974
239833,Waterloo,2020-06-25,0.18,0.2,0.17,0.45,36518
42756,Waterloo,2021-06-25,0.05,0.37,0.15,0.43,114237
295661,Kitchener,2021-04-21,0.08,0.05,0.31,0.56,65845
537861,Stratford,2021-01-12,0.3,0.35,0.16,0.19,67555
138023,Guelph,2021-12-11,0.19,0.22,0.06,0.53,101211
232814,Waterloo,2020-02-25,0.26,0.13,0.59,0.02,57375
209159,Guelph,2020-12-18,0.12,0.12,0.01,0.75,119066
948051,Hamilton,2020-11-27,0.16,0.12,0.47,0.25,87221
977314,Oakville,2020-03-20,0.32,0.07,0.55,0.06,89839
129932,Mississauga,2021-06-06,0.02,0.35,0.09,0.54,75093
568816,Mississauga,2022-01-07,0.13,0.2,0.06,0.61,66811
283731,Guelph,2021-02-14,0.11,0.04,0.41,0.44,112859
977395,Toronto,2021-12-24,0.09,0.29,0.33,0.29,70361
99679,Waterloo,2020-05-19,0.07,0.29,0.34,0.3,85938
573685,Mississauga,2021-02-20,0.08,0.03,0.23,0.66,97860
933134,London,2021-06-09,0.29,0.2,0,0.51,70378
648357,Toronto,2021-10-14,0.25,0.04,0.24,0.47,34036
484304,Stratford,2022-07-26,0.13,0.32,0.46,0.09,36601
172637,Mississauga,2022-03-24,0.3,0.01,0.34,0.35,74248
619657,Kitchener,2022-05-02,0.38,0.33,0.09,0.2,105299
535470,Hamilton,2020-04-11,0.07,0.24,0.26,0.43,69272
429785,London,2021-11-23,0.13,0.16,0.09,0.62,34753
458609,London,2022-03-06,0.05,0.37,0.46,0.12,118106
683059,Waterloo,2021-06-02,0.21,0.08,0.35,0.36,92211
476536,Waterloo,2022-04-08,0.36,0.39,0.12,0.13,54666
905323,Mississauga,2021-08-26,0.27,0.25,0.4,0.08,44642
669879,Brampton,2020-10-29,0.21,0.18,0.34,0.27,78403
558112,London,2022-08-25,0.2,0.03,0.59,0.18,55863
15646,Stratford,2021-04-11,0.38,0.22,0.14,0.26,58314
879169,London,2022-08-11,0.14,0.05,0.11,0.7,48560
406336,Guelph,2020-08-31,0.14,0.36,0.05,0.45,37461
2414,Mississauga,2022-01-12,0.27,0.35,0.16,0.22,90660
119841,Toronto,2022-09-16,0.4,0.38,0.07,0.15,41405
454105,Stratford,2022-08-19,0.31,0,0.23,0.46,115393
588213,Hamilton,2022-07-02,0.28,0.18,0.05,0.49,112261
156659,Stratford,2021-08-21,0.26,0.15,0.03,0.56,50209
832634,Hamilton,2021-04-27,0.08,0.29,0.38,0.25,69989
272684,Toronto,2022-09-26,0.12,0.08,0.24,0.56,46407
465008,Mississauga,2021-11-19,0.16,0.07,0.54,0.23,49289
551916,Brampton,2021-11-21,0.32,0.3,0.18,0.2,105123
757415,Hamilton,2021-07-15,0.36,0.37,0.03,0.24,54967
354251,Mississauga,2020-06-30,0.07,0.03,0.54,0.36,88708
518313,Brampton,2020-02-18,0.09,0.2,0.55,0.16,96459
2700,Hamilton,2022-04-08,0.02,0.09,0.04,0.85,48559
178576,Guelph,2022-01-03,0.4,0.02,0.09,0.49,107259
911572,Brampton,2021-03-08,0.16,0.27,0.25,0.32,47931
88802,Oakville,2020-10-15,0.12,0.25,0.29,0.34,77515
533553,Stratford,2021-07-28,0.26,0.37,0.21,0.16,107760
226014,Toronto,2020-07-08,0.11,0.24,0.23,0.42,30007
554935,Hamilton,2020-10-05,0.24,0.39,0.1,0.27,78056
789916,Stratford,2020-06-18,0.11,0.33,0.52,0.04,46878
603859,London,2020-03-16,0.31,0.39,0.01,0.29,42098
36792,Kitchener,2022-02-20,0.25,0.08,0.49,0.18,116887
303699,Kitchener,2021-01-22,0.08,0.11,0.52,0.29,47198
506813,Stratford,2020-05-08,0.04,0.19,0.06,0.71,33338
209114,Brampton,2021-06-25,0.09,0.01,0.29,0.61,40194
719592,Guelph,2020-11-28,0.25,0.26,0.22,0.27,40901
142206,Oakville,2021-01-09,0.36,0.37,0.22,0.05,91714
712043,Hamilton,2020-01-26,0.26,0.31,0.3,0.13,90205
259693,Hamilton,2020-07-13,0.08,0.06,0.52,0.34,88995
999203,Stratford,2022-07-07,0.06,0.16,0.5,0.28,73383
256434,Brampton,2021-08-29,0.31,0.39,0.06,0.24,50235
415661,Hamilton,2022-05-20,0.06,0.22,0.48,0.24,43454
536867,Stratford,2022-07-12,0.05,0.12,0.53,0.3,105085
105211,Stratford,2022-03-05,0.4,0.11,0.16,0.33,99366
444182,Stratford,2021-04-15,0.09,0.07,0.2,0.64,55167
319764,Hamilton,2020-10-08,0.24,0.17,0.39,0.2,73070
850349,Mississauga,2021-03-01,0.12,0.38,0.01,0.49,62191
419443,Guelph,2021-12-02,0.4,0.4,0.13,0.07,56240
565475,Guelph,2021-10-21,0.08,0.38,0.05,0.49,116832
629048,Kitchener,2020-06-22,0.19,0.14,0.44,0.23,94569
742320,Toronto,2021-05-26,0.28,0.39,0.21,0.12,107068
464446,Mississauga,2020-06-25,0.26,0.04,0.3,0.4,59413
976008,Waterloo,2021-03-12,0.09,0.3,0.34,0.27,93199
476021,Kitchener,2022-08-29,0.38,0.01,0.46,0.15,83630
327115,Kitchener,2021-04-27,0.25,0.07,0.08,0.6,51032
783703,Brampton,2021-03-21,0.28,0.38,0.1,0.24,85804
655954,Kitchener,2020-04-11,0.09,0.04,0.52,0.35,55938
3048,Kitchener,2020-11-13,0.03,0.25,0.43,0.29,77882
853857,Brampton,2020-07-25,0.18,0.25,0.08,0.49,86337
633468,Kitchener,2021-08-15,0.24,0.08,0.47,0.21,51111
384102,Mississauga,2020-06-27,0.2,0.05,0.39,0.36,87120
343630,Waterloo,2022-05-03,0.14,0.03,0.04,0.79,112779
760660,Waterloo,2021-09-28,0.36,0,0.28,0.36,86255
161840,Hamilton,2022-08-31,0.09,0.1,0.34,0.47,84949
960253,Oakville,2020-05-05,0.29,0.12,0.52,0.07,116718
913542,Toronto,2020-02-14,0.01,0.09,0,0.9,55126
331201,Brampton,2021-10-17,0.18,0.24,0.34,0.24,82183
222424,Waterloo,2022-09-06,0.28,0.37,0.14,0.21,96096
433073,Brampton,2020-06-29,0.09,0.19,0.09,0.63,117019
356370,Toronto,2021-01-07,0.39,0.11,0.36,0.14,37417
461843,Toronto,2022-05-21,0.1,0.23,0.27,0.4,99642
448245,Mississauga,2021-01-18,0.1,0.21,0.49,0.2,100140
386349,Stratford,2022-09-07,0.33,0.2,0.33,0.14,82600
425879,Kitchener,2022-08-27,0.05,0.29,0.23,0.43,51514
847051,Stratford,2020-09-18,0.13,0.32,0.5,0.05,111919
710499,Guelph,2020-11-12,0.04,0.09,0.49,0.38,35668
658132,Mississauga,2022-06-10,0.39,0.35,0.23,0.03,114182
587515,Guelph,2021-09-22,0.36,0.07,0.07,0.5,101261
18980,Stratford,2021-08-27,0.04,0.19,0.03,0.74,118664
987657,Mississauga,2020-12-29,0.02,0.08,0.2,0.7,69979
370148,Hamilton,2020-07-03,0.07,0.02,0.15,0.76,114590
484686,Waterloo,2020-02-14,0.36,0.15,0.09,0.4,119935
689099,Brampton,2020-08-26,0.1,0.08,0.16,0.66,117579
220656,Hamilton,2022-08-19,0.31,0.21,0.27,0.21,119372
768420,Oakville,2022-07-09,0.27,0.27,0.02,0.44,54628
701763,Waterloo,2020-03-24,0.09,0.12,0.17,0.62,59419
465721,Brampton,2020-06-05,0.23,0.15,0.24,0.38,63642
90944,Waterloo,2020-01-02,0.12,0.36,0.42,0.1,109638
268949,Guelph,2020-04-30,0.2,0.32,0.44,0.04,87148
308088,Brampton,2021-01-21,0.31,0.31,0.19,0.19,96079
36296,Hamilton,2021-10-11,0.27,0.11,0.57,0.05,73482
738882,Oakville,2021-05-21,0.14,0.38,0.36,0.12,98388
84481,Toronto,2020-02-12,0.11,0.18,0.33,0.38,88363
79080,Toronto,2022-06-30,0.08,0.01,0.01,0.9,60917
985134,Waterloo,2020-01-27,0.37,0.28,0.28,0.07,64064
502559,Hamilton,2020-09-30,0.15,0.13,0.46,0.26,82637
768586,Kitchener,2020-02-02,0.04,0,0.18,0.78,53567
913922,Oakville,2022-06-12,0.39,0.24,0.29,0.08,75224
845276,Kitchener,2022-01-01,0.14,0.29,0.53,0.04,33573
690671,Hamilton,2022-05-24,0.07,0.23,0.57,0.13,76104
942146,Oakville,2021-09-19,0.25,0.03,0.18,0.54,105929
646245,Waterloo,2022-05-02,0.01,0.04,0.35,0.6,39941
227308,Brampton,2022-02-12,0.31,0.29,0.37,0.03,76788
685262,Oakville,2021-01-12,0.19,0.31,0.31,0.19,66678
133149,London,2020-06-29,0.29,0.09,0.42,0.2,97234
269887,Mississauga,2022-08-25,0.12,0.11,0.36,0.41,71797
227018,London,2022-09-01,0.37,0.14,0.15,0.34,33123
233482,Guelph,2020-05-31,0.03,0,0.33,0.64,116873
23065,Toronto,2022-06-15,0.27,0.13,0.13,0.47,60742
793484,Hamilton,2020-12-02,0.1,0.2,0.4,0.3,55555
236952,Stratford,2020-04-20,0.02,0.17,0.12,0.69,42164
296376,Hamilton,2020-10-31,0.07,0.36,0.26,0.31,117126
740821,Hamilton,2020-03-14,0.28,0.24,0.07,0.41,50786
214321,Toronto,2020-06-05,0.37,0.29,0.09,0.25,36371
623168,London,2021-03-21,0.07,0.23,0.09,0.61,71040
400717,Brampton,2020-10-28,0.26,0.34,0.15,0.25,30408
159558,Waterloo,2020-08-13,0.12,0.05,0.31,0.52,53695
244878,Mississauga,2021-05-14,0.27,0.06,0.05,0.62,77952
647394,Kitchener,2021-05-05,0.34,0.31,0.17,0.18,55697
285024,Hamilton,2020-02-24,0.01,0.12,0.33,0.54,108778
744396,Stratford,2021-04-14,0.12,0.37,0.19,0.32,59195
947670,Stratford,2021-05-01,0.2,0.17,0.59,0.04,49136
896366,Brampton,2022-08-13,0.36,0.04,0.57,0.03,36767
766681,Stratford,2021-08-14,0.27,0.37,0,0.36,52313
829821,London,2021-11-18,0.11,0.28,0.08,0.53,110448
67723,Brampton,2020-09-06,0.13,0.02,0.59,0.26,39812
857379,Waterloo,2020-03-29,0.27,0.25,0.33,0.15,69644
147755,Mississauga,2021-11-24,0.04,0.03,0.27,0.66,59717
384765,London,2022-08-14,0.02,0.03,0.16,0.79,37065
446472,Mississauga,2022-08-26,0.09,0.17,0.51,0.23,94618
848256,Stratford,2021-05-28,0.35,0.21,0.06,0.38,102357
299733,Hamilton,2021-09-03,0.05,0.14,0.43,0.38,98382
910272,Hamilton,2021-12-29,0.26,0.17,0.3,0.27,71203
251890,Toronto,2021-12-07,0.18,0.12,0.04,0.66,113235
293833,Oakville,2021-04-09,0.17,0.09,0.46,0.28,89462
816028,Guelph,2022-04-20,0,0.1,0.21,0.69,65886
355027,Waterloo,2020-03-11,0.04,0.21,0.07,0.68,44868
430096,Hamilton,2022-03-24,0.29,0.15,0.04,0.52,89768
25657,Hamilton,2020-02-02,0.34,0.13,0.35,0.18,30282
531057,Toronto,2021-05-14,0.25,0.2,0.03,0.52,86426
629956,Brampton,2021-07-18,0.28,0.06,0.04,0.62,95332
827012,Brampton,2020-08-18,0.31,0.23,0.02,0.44,93023
64614,Waterloo,2021-02-03,0.31,0.38,0.23,0.08,97713
615444,Guelph,2022-07-10,0.13,0.02,0.47,0.38,109058
71292,Mississauga,2020-07-13,0.19,0.01,0.35,0.45,34215
