id,location_lat,location_long,datecollected,foot_traffic,realestate_bracket
416962,43.166458,-79.373991,2022-05-04,5738,696344
674853,43.582744,-80.71969,2020-10-19,482,880008
877738,43.201659,-79.956997,2020-05-03,5012,109249
905377,42.780416,-79.083087,2020-03-04,2984,554824
856162,42.964411,-79.739364,2020-05-20,962,607286
860600,42.868551,-81.819438,2021-07-22,9460,454790
413659,42.572854,-81.183293,2021-05-26,8401,894687
89082,42.792292,-79.068859,2021-05-22,822,812941
901435,42.792292,-79.068859,2022-06-28,8617,471904
653884,42.684534,-81.702607,2020-02-22,440,411489
403805,42.652407,-81.90207,2021-10-23,2294,686265
483108,42.816136,-81.618908,2020-02-13,520,616317
40468,42.92488,-81.201384,2021-12-12,3504,565891
533980,43.352169,-80.23056,2020-08-24,591,779378
750371,42.939283,-79.498154,2020-11-03,760,382970
983377,43.082667,-79.441943,2021-01-01,786,132331
282999,43.082667,-79.441943,2021-09-02,7928,323649
331472,43.24044,-80.538678,2020-05-04,8977,974357
900581,42.681621,-79.577835,2020-09-30,8974,461667
727447,42.92488,-81.201384,2021-06-22,5242,104868
137626,42.939283,-79.498154,2022-02-06,644,724169
30230,42.490757,-81.88675,2020-12-15,6750,289089
112867,43.166458,-79.373991,2020-01-02,5385,740099
71489,42.378597,-80.848284,2022-05-07,3337,707857
868762,42.30092,-79.659085,2020-07-02,3855,380949
617450,43.582744,-80.71969,2022-02-20,8952,513723
241209,43.299186,-79.088322,2021-12-27,3531,426951
73677,43.606297,-79.997105,2021-12-11,6948,932933
918173,43.903584,-79.778909,2020-07-26,3118,632223
273979,42.08665,-81.000876,2022-08-07,3098,525759
937366,43.352169,-80.23056,2021-04-26,2915,361021
491855,42.550438,-79.706379,2022-08-27,8610,528570
14240,42.572854,-81.183293,2022-01-13,1645,886900
832019,42.959716,-79.102158,2020-02-27,7750,856070
235199,43.313066,-80.308129,2020-07-22,3626,382072
532397,43.606297,-79.997105,2020-04-18,9288,314215
191016,43.858905,-81.773884,2021-04-23,9277,843082
983338,43.352169,-80.23056,2020-01-06,5216,603095
640585,43.871255,-81.244294,2021-07-17,6360,938673
299331,42.959716,-79.102158,2020-03-21,4385,324942
80828,43.801198,-79.230558,2020-06-10,8657,595583
355836,42.969899,-79.359725,2021-10-02,2634,715752
998832,43.082667,-79.441943,2020-09-15,6201,248201
427949,43.082667,-79.441943,2020-02-08,5473,396954
417037,42.939283,-79.498154,2021-12-19,5974,142016
775386,42.936503,-79.765705,2021-10-18,5330,784927
592992,42.08665,-81.000876,2020-03-20,8038,845439
865978,42.7965,-79.184964,2021-12-15,4974,358426
605285,43.858905,-81.773884,2022-09-08,9648,979366
492352,42.30092,-79.659085,2022-05-10,8840,232620
156439,43.201659,-79.956997,2022-01-02,6966,850059
172061,42.7965,-79.184964,2022-04-17,4764,309570
297979,42.378597,-80.848284,2021-12-05,848,906923
814076,42.08665,-81.000876,2020-07-01,9225,238197
750354,43.755717,-81.353865,2022-08-09,4874,592454
518297,43.201659,-79.956997,2020-05-08,3431,559925
200892,42.964411,-79.739364,2022-05-22,9907,344354
65164,42.969899,-79.359725,2020-04-01,4955,760133
215905,43.082667,-79.441943,2020-09-12,769,485593
116769,42.88503,-80.725574,2021-07-20,159,389645
269299,42.762376,-80.968839,2021-11-16,7206,721016
191537,42.969899,-79.359725,2021-08-13,7677,168891
602612,42.08665,-81.000876,2022-03-28,6043,875309
367561,42.88503,-80.725574,2020-04-22,3496,473231
293132,42.719299,-81.811015,2020-12-19,3309,597074
550657,42.652407,-81.90207,2021-11-01,8018,948530
176743,42.681621,-79.577835,2021-09-04,5437,576408
860302,42.696686,-81.761628,2021-06-19,371,437030
662547,42.378597,-80.848284,2020-12-26,9222,249618
390730,42.762376,-80.968839,2020-10-01,2877,240242
276930,42.572854,-81.183293,2022-06-26,5014,961496
575244,42.969899,-79.359725,2021-10-04,1677,286121
805872,42.7965,-79.184964,2020-05-19,9788,918452
90958,42.816136,-81.618908,2022-09-22,5505,115066
712765,42.08665,-81.000876,2020-09-01,9928,775181
652333,42.30092,-79.659085,2022-06-28,8671,123269
83037,42.868551,-81.819438,2020-07-29,8570,515232
891965,42.7965,-79.184964,2022-01-29,6039,752492
907497,43.755717,-81.353865,2020-11-06,4673,601630
439589,42.92488,-81.201384,2020-06-08,6379,640070
224290,42.684534,-81.702607,2022-08-07,7129,251984
817778,43.342934,-81.936887,2021-03-08,9728,194046
471618,43.858905,-81.773884,2020-05-25,3232,709522
925190,42.681621,-79.577835,2020-11-27,8272,606644
915561,43.342934,-81.936887,2020-08-16,3297,788419
907000,43.313066,-80.308129,2021-02-03,6113,492897
422545,42.792292,-79.068859,2020-04-11,8128,420112
200643,42.964411,-79.739364,2022-01-05,8936,770255
754587,42.969899,-79.359725,2021-08-07,7103,655952
438774,43.352169,-80.23056,2020-10-16,5808,620748
868518,43.352169,-80.23056,2022-04-17,9297,588195
962549,42.525659,-79.881516,2021-04-30,8376,530519
483492,42.792292,-79.068859,2021-05-12,9540,555816
305011,42.550438,-79.706379,2021-04-20,7213,708851
97963,42.08665,-81.000876,2021-08-30,9678,740094
298401,42.378597,-80.848284,2022-01-20,9684,196492
39276,42.681621,-79.577835,2022-06-08,1535,793425
703794,43.299186,-79.088322,2022-09-27,3384,905191
513339,42.936503,-79.765705,2022-08-17,4669,901443
377939,42.969899,-79.359725,2022-04-26,9060,611065
712902,42.792292,-79.068859,2020-07-08,9944,914567
591537,43.755717,-81.353865,2020-03-06,9204,978525
327958,42.08665,-81.000876,2020-08-03,2214,664462
878593,42.378597,-80.848284,2022-04-16,6341,561905
857445,42.074769,-80.3317,2020-12-21,7724,168705
265022,43.342934,-81.936887,2021-07-31,5841,564632
135050,43.313066,-80.308129,2021-01-06,2582,329288
286943,42.52622,-80.733885,2021-02-12,5201,317382
274607,43.589186,-80.147774,2022-05-24,7579,857561
330116,42.572854,-81.183293,2021-01-04,9324,537055
917821,43.082667,-79.441943,2020-11-03,8848,969862
360333,42.08665,-81.000876,2020-12-07,3972,266267
632361,43.903584,-79.778909,2021-09-21,320,637261
501273,42.52622,-80.733885,2020-01-14,7277,384041
42532,42.868551,-81.819438,2021-10-24,9800,489662
589916,42.816136,-81.618908,2022-02-17,9877,767796
960842,42.681621,-79.577835,2021-07-21,570,638749
860229,43.858905,-81.773884,2021-09-04,1104,319861
294152,43.755717,-81.353865,2022-07-08,7119,699421
517244,42.681621,-79.577835,2020-02-08,8737,988906
643543,42.969899,-79.359725,2022-07-28,8100,305063
190335,42.572854,-81.183293,2021-04-21,1951,834489
353739,43.342934,-81.936887,2020-06-26,4243,508203
12038,42.88503,-80.725574,2020-06-18,1332,885579
821084,42.681621,-79.577835,2021-09-25,3389,738040
27489,43.801198,-79.230558,2021-10-25,7049,244025
215958,42.696686,-81.761628,2021-09-19,9708,857239
653223,42.684534,-81.702607,2021-05-06,4732,591355
378131,42.939283,-79.498154,2021-03-01,1521,409545
32935,42.959716,-79.102158,2021-07-18,3387,588023
425005,42.378597,-80.848284,2020-01-08,333,557740
905313,42.634322,-79.433891,2022-08-13,1068,373966
976711,42.936503,-79.765705,2020-06-23,4574,645468
514405,43.424948,-80.718568,2022-04-20,2041,751249
643091,43.606297,-79.997105,2021-08-28,4854,152650
500472,43.801198,-79.230558,2022-06-11,2370,940422
55811,42.762376,-80.968839,2021-02-08,1085,605661
333420,42.30092,-79.659085,2022-04-20,7473,491077
222767,42.959716,-79.102158,2020-01-23,1335,761961
509687,43.082667,-79.441943,2021-01-05,856,383518
538786,42.936503,-79.765705,2021-12-18,3200,822930
92428,42.550438,-79.706379,2021-04-02,7459,692730
480811,42.939283,-79.498154,2020-07-20,6805,372259
294601,42.572854,-81.183293,2020-07-16,7470,874672
954205,42.074769,-80.3317,2021-04-29,1912,872723
816156,43.424948,-80.718568,2020-12-06,5520,798233
415708,43.424948,-80.718568,2022-01-06,3511,438121
929764,43.801198,-79.230558,2022-08-07,8762,700050
686330,42.696686,-81.761628,2021-04-10,9609,864541
444277,43.342934,-81.936887,2020-09-19,7108,441841
990675,42.660316,-81.559373,2020-05-21,775,381222
93040,42.969899,-79.359725,2022-07-22,1334,115574
122465,42.922154,-80.401099,2022-08-02,4251,272885
803903,43.352169,-80.23056,2022-05-17,5321,461078
334694,42.652407,-81.90207,2020-12-11,3852,812325
616785,43.71033,-80.210179,2020-10-18,145,957980
723234,42.92488,-81.201384,2020-07-06,2537,469219
432630,43.201659,-79.956997,2022-02-24,4303,532461
446854,43.352169,-80.23056,2020-03-24,1953,961620
521436,42.074769,-80.3317,2021-12-02,5877,136283
400744,43.299186,-79.088322,2021-10-26,5826,223482
874440,43.24044,-80.538678,2021-03-02,5286,321922
205556,42.30092,-79.659085,2022-02-09,3763,216274
186928,42.378597,-80.848284,2022-02-18,177,296647
804855,42.7965,-79.184964,2021-07-26,7672,775531
900603,43.299186,-79.088322,2020-12-21,8642,302222
776142,42.52622,-80.733885,2020-10-31,9190,712325
972243,42.922154,-80.401099,2022-01-30,3002,974215
400415,43.352169,-80.23056,2021-06-10,5678,689958
795170,42.92488,-81.201384,2020-07-28,9570,409352
790673,42.959716,-79.102158,2020-04-30,4130,757215
16462,42.780416,-79.083087,2022-05-11,1090,866357
621764,43.082667,-79.441943,2021-07-20,1194,731149
752730,42.959716,-79.102158,2022-07-11,8952,321721
671637,43.858905,-81.773884,2020-06-24,2087,884316
876233,42.652407,-81.90207,2020-10-24,4168,337105
293470,43.352169,-80.23056,2021-10-26,4494,981934
426465,42.969899,-79.359725,2020-07-18,3089,217273
44814,43.606297,-79.997105,2020-06-25,8932,597810
838285,43.342934,-81.936887,2022-04-03,6795,632733
94179,42.52622,-80.733885,2022-02-28,2054,645554
765153,42.525659,-79.881516,2021-01-18,3920,259425
531073,42.178051,-81.253546,2021-04-19,4460,202442
943191,43.871255,-81.244294,2022-08-29,7022,600581
220050,42.816136,-81.618908,2021-07-23,7672,987415
137532,42.490757,-81.88675,2022-06-04,3540,780767
950018,42.7965,-79.184964,2021-05-17,7463,373432
435368,42.969899,-79.359725,2020-08-14,5181,405267
863470,42.792292,-79.068859,2021-06-13,8209,441858
507028,42.792292,-79.068859,2020-05-09,9859,514917
94093,42.572854,-81.183293,2020-02-03,9842,601068
521367,42.074769,-80.3317,2020-03-17,8948,447057
350317,43.582744,-80.71969,2022-01-23,6229,466586
376251,42.964411,-79.739364,2022-05-04,1861,195905
733379,42.939283,-79.498154,2021-04-30,9346,981855
283612,43.201659,-79.956997,2021-11-15,3304,239381
563823,42.681621,-79.577835,2021-01-07,3630,811586
401093,42.762376,-80.968839,2021-05-03,3458,534274
790557,42.52622,-80.733885,2020-02-24,5933,312001
781056,43.352169,-80.23056,2020-11-25,6013,605093
589366,42.922154,-80.401099,2022-04-09,2712,222219
861053,42.525659,-79.881516,2021-10-02,282,911702
635158,43.755717,-81.353865,2020-06-14,3334,566968
618443,42.939283,-79.498154,2021-01-08,3165,711142
854123,42.074769,-80.3317,2022-07-01,2801,386942
975894,42.969899,-79.359725,2021-05-19,1781,459392
283290,43.858905,-81.773884,2020-05-02,5239,781344
465010,42.08665,-81.000876,2022-08-17,5594,287027
795333,42.490757,-81.88675,2020-11-20,2715,322400
749069,42.780416,-79.083087,2020-03-25,9200,152221
860550,42.88503,-80.725574,2020-10-20,19,557060
689006,42.08665,-81.000876,2022-01-16,1494,952205
169373,42.792292,-79.068859,2020-10-13,8541,360880
913378,42.959716,-79.102158,2021-04-22,7452,233047
632491,42.550438,-79.706379,2021-08-27,1360,926527
127979,42.939283,-79.498154,2020-12-09,591,511898
616631,43.801198,-79.230558,2021-06-12,4104,858108
168399,43.903584,-79.778909,2020-11-29,7853,305237
304572,42.378597,-80.848284,2022-09-25,145,277446
590327,42.92488,-81.201384,2022-07-13,4722,346945
830351,43.858905,-81.773884,2021-11-19,6030,939186
346646,42.792292,-79.068859,2020-09-22,9712,859057
482498,43.082667,-79.441943,2021-02-15,5579,333916
391019,43.755717,-81.353865,2021-05-23,2987,398722
183519,42.780416,-79.083087,2021-08-31,5830,389355
219404,43.424948,-80.718568,2021-03-15,7237,430481
54121,42.490757,-81.88675,2020-03-24,8741,471330
351665,42.719299,-81.811015,2021-09-15,6839,395532
616844,42.939283,-79.498154,2020-05-12,8162,566821
333815,42.922154,-80.401099,2020-05-01,6816,341924
995745,43.166458,-79.373991,2020-12-07,7056,337682
999391,42.762376,-80.968839,2022-03-21,2337,753691
529837,42.08665,-81.000876,2022-07-03,8778,103763
568220,42.652407,-81.90207,2020-04-28,5348,936188
259666,42.550438,-79.706379,2021-07-20,5573,709120
711251,42.681621,-79.577835,2022-03-01,4966,457900
828433,42.550438,-79.706379,2022-02-16,2234,467897
492812,42.936503,-79.765705,2021-10-10,6226,789006
457234,42.550438,-79.706379,2021-01-18,9394,272830
518743,42.936503,-79.765705,2020-04-01,9393,789764
869825,42.572854,-81.183293,2020-06-18,7177,259044
958648,42.964411,-79.739364,2021-06-27,5299,268299
9215,42.936503,-79.765705,2020-08-29,9058,875902
50984,43.082667,-79.441943,2020-10-29,4859,148407
5495,42.525659,-79.881516,2020-02-24,6034,751660
215746,42.936503,-79.765705,2022-02-14,3309,957654
966052,43.71033,-80.210179,2021-05-18,2167,766950
592155,43.424948,-80.718568,2021-01-26,2554,822454
995075,43.858905,-81.773884,2021-12-08,2213,340609
678690,42.696686,-81.761628,2020-12-01,3085,482649
705848,43.201659,-79.956997,2021-02-18,3738,937221
299800,42.88503,-80.725574,2021-03-13,7305,753210
426280,43.201659,-79.956997,2020-01-19,8511,976783
931121,42.762376,-80.968839,2020-04-10,2365,369240
948112,42.780416,-79.083087,2021-01-17,2585,262781
185870,42.762376,-80.968839,2021-11-19,3598,755739
360651,42.681621,-79.577835,2021-10-25,7763,474933
56041,42.936503,-79.765705,2022-05-21,2039,518972
692825,42.92488,-81.201384,2021-03-08,38,761261
707659,42.681621,-79.577835,2021-10-29,1717,677138
165986,42.074769,-80.3317,2021-12-21,7456,975957
757250,43.589186,-80.147774,2022-06-02,5206,844338
221592,42.719299,-81.811015,2020-10-01,6600,369125
503061,42.696686,-81.761628,2021-01-09,7449,361787
78750,42.792292,-79.068859,2020-12-01,6262,518563
329360,42.7965,-79.184964,2022-08-01,5357,866973
575129,42.792292,-79.068859,2022-07-17,7183,102931
848588,43.299186,-79.088322,2021-01-01,4250,250490
293042,42.816136,-81.618908,2022-02-09,9625,279204
14493,42.969899,-79.359725,2020-02-09,1814,636419
642361,43.352169,-80.23056,2020-06-23,55,977183
767025,42.525659,-79.881516,2020-03-31,3266,587730
647280,42.684534,-81.702607,2021-10-08,4510,345636
941595,42.696686,-81.761628,2021-10-25,3438,615669
206329,43.858905,-81.773884,2021-05-19,3615,390510
291442,42.936503,-79.765705,2022-09-11,3026,477531
945624,42.719299,-81.811015,2020-05-14,1771,136974
72239,42.969899,-79.359725,2022-09-04,58,649808
494023,42.30092,-79.659085,2021-07-04,1434,903180
969413,42.780416,-79.083087,2020-02-03,2216,849522
913265,42.816136,-81.618908,2021-10-06,5981,138308
73245,42.762376,-80.968839,2021-06-26,3779,277865
682878,42.939283,-79.498154,2022-07-09,8501,170352
939689,42.490757,-81.88675,2020-06-11,805,376103
911744,42.696686,-81.761628,2021-05-30,1980,681236
629326,42.939283,-79.498154,2020-03-19,5346,323521
632446,42.816136,-81.618908,2021-08-10,8582,230221
808471,42.88503,-80.725574,2022-06-29,1598,212200
620569,42.780416,-79.083087,2022-04-27,6462,443461
682782,43.755717,-81.353865,2021-10-03,2872,281610
57703,42.490757,-81.88675,2020-08-03,6309,436503
313975,42.936503,-79.765705,2020-02-12,4222,341085
192586,42.572854,-81.183293,2020-11-24,6152,464635
680623,42.378597,-80.848284,2022-04-14,9696,411461
103926,42.816136,-81.618908,2021-09-29,1280,899359
68875,43.313066,-80.308129,2022-02-02,4267,362869
953397,43.424948,-80.718568,2020-09-18,5817,315318
977151,42.969899,-79.359725,2022-01-15,5926,417573
467341,43.755717,-81.353865,2022-09-19,3448,775482
374073,42.762376,-80.968839,2020-11-27,5535,760536
381187,43.582744,-80.71969,2020-06-02,6895,852711
923026,42.52622,-80.733885,2020-02-29,2451,992646
72788,42.30092,-79.659085,2021-08-09,653,974878
924612,43.082667,-79.441943,2020-08-31,9207,413339
744812,43.589186,-80.147774,2021-09-27,7714,194983
553373,42.936503,-79.765705,2020-02-18,9298,332782
35161,42.959716,-79.102158,2020-08-24,7638,912371
164837,42.660316,-81.559373,2021-07-27,9370,636366
844100,42.939283,-79.498154,2022-09-21,1832,505753
273039,42.696686,-81.761628,2020-04-30,8499,477478
464465,43.589186,-80.147774,2021-04-28,4845,716478
794028,43.858905,-81.773884,2021-09-05,7079,195810
431993,42.178051,-81.253546,2020-05-16,8561,744966
48782,42.378597,-80.848284,2020-08-20,2454,609131
526631,42.762376,-80.968839,2020-07-31,2138,567277
630300,43.871255,-81.244294,2022-06-06,2823,434761
928957,42.696686,-81.761628,2021-10-23,9115,949052
536178,43.299186,-79.088322,2022-02-13,8446,349911
471585,42.30092,-79.659085,2020-02-20,1648,807235
40729,43.313066,-80.308129,2021-11-21,1407,902814
219286,42.550438,-79.706379,2020-10-13,6061,182741
153087,43.166458,-79.373991,2020-02-22,1237,763183
718823,43.871255,-81.244294,2022-03-13,3996,977198
973510,42.964411,-79.739364,2022-05-06,4507,285860
280101,43.313066,-80.308129,2022-09-02,2858,740297
574845,43.858905,-81.773884,2020-02-16,6537,477987
706636,43.424948,-80.718568,2020-08-25,9264,193973
948099,43.424948,-80.718568,2021-04-03,9907,724246
662851,42.936503,-79.765705,2021-06-07,5693,246656
293747,42.660316,-81.559373,2022-01-14,661,733104
650844,42.634322,-79.433891,2020-11-24,7552,100914
991506,42.681621,-79.577835,2021-11-16,8296,613952
925832,42.378597,-80.848284,2021-11-17,7943,795162
585842,43.082667,-79.441943,2021-09-17,1129,925939
198925,42.08665,-81.000876,2020-11-20,1877,972629
769641,42.52622,-80.733885,2022-09-20,9501,308296
805584,42.378597,-80.848284,2022-03-29,1286,155252
796388,42.762376,-80.968839,2021-05-11,5876,476380
324883,42.30092,-79.659085,2021-10-10,3353,349690
729621,42.074769,-80.3317,2020-12-15,5987,261251
31616,42.634322,-79.433891,2020-03-16,5516,880879
969258,43.871255,-81.244294,2020-04-24,5837,424970
320516,43.342934,-81.936887,2021-01-06,7617,805470
768110,43.201659,-79.956997,2020-01-10,1166,470726
615689,42.572854,-81.183293,2021-04-11,7725,166826
647870,42.660316,-81.559373,2022-04-21,8781,706011
40450,42.684534,-81.702607,2020-07-20,4980,686417
435498,42.780416,-79.083087,2022-07-13,302,697648
543025,43.313066,-80.308129,2020-03-21,3550,337406
571676,42.959716,-79.102158,2021-06-22,4181,177588
722681,43.352169,-80.23056,2022-08-02,7194,122645
457755,43.424948,-80.718568,2022-07-04,2397,747940
390168,42.7965,-79.184964,2020-10-19,1865,121243
861260,43.801198,-79.230558,2022-03-30,1361,878343
812299,42.696686,-81.761628,2021-02-27,2187,626780
804712,42.922154,-80.401099,2020-02-10,6428,995150
34531,43.871255,-81.244294,2020-12-14,1139,192591
620839,42.719299,-81.811015,2021-12-18,5324,403013
687843,42.816136,-81.618908,2021-09-22,6510,264955
976153,42.178051,-81.253546,2021-11-08,2678,214156
319985,42.969899,-79.359725,2021-06-23,3792,340795
183265,42.936503,-79.765705,2020-08-17,3711,420536
437385,43.801198,-79.230558,2021-11-04,7027,703200
621506,43.352169,-80.23056,2021-11-10,2189,141782
195152,43.082667,-79.441943,2021-11-06,7498,561605
573361,42.652407,-81.90207,2022-01-22,4438,644251
327194,42.30092,-79.659085,2020-06-17,915,455584
594341,43.424948,-80.718568,2022-07-22,1658,352909
826599,43.082667,-79.441943,2020-07-05,7695,153923
709298,42.490757,-81.88675,2020-10-31,761,405086
754392,42.959716,-79.102158,2021-08-09,7361,949505
34049,43.166458,-79.373991,2022-07-05,3693,762024
529467,42.964411,-79.739364,2021-02-26,8234,674795
130457,43.589186,-80.147774,2020-01-30,7701,152626
383504,42.550438,-79.706379,2021-05-22,9442,565268
359143,42.696686,-81.761628,2021-08-28,5951,780114
347709,43.166458,-79.373991,2022-06-03,3488,166031
575522,42.378597,-80.848284,2021-12-31,884,782066
80445,42.719299,-81.811015,2020-10-22,1119,932605
906939,42.525659,-79.881516,2022-04-11,3784,844364
705908,43.342934,-81.936887,2020-10-16,7071,945696
266202,43.71033,-80.210179,2020-11-18,1341,664671
397033,42.378597,-80.848284,2021-01-29,7874,877470
456752,42.92488,-81.201384,2020-10-24,6269,971659
151565,42.490757,-81.88675,2021-05-05,7792,603507
378130,42.696686,-81.761628,2020-04-06,8033,160100
607110,43.606297,-79.997105,2022-07-25,2010,532072
715731,42.868551,-81.819438,2021-01-12,9113,966835
157860,42.684534,-81.702607,2021-08-13,2962,371396
232377,42.684534,-81.702607,2021-01-11,4914,729673
663252,43.234456,-80.914763,2021-01-08,4105,624782
40732,43.082667,-79.441943,2022-03-29,7411,707928
252611,43.201659,-79.956997,2022-06-15,5612,966900
779883,42.922154,-80.401099,2020-03-15,8225,206091
519190,42.660316,-81.559373,2021-10-17,8472,126269
952014,42.964411,-79.739364,2020-03-14,9393,105490
934702,42.550438,-79.706379,2021-02-28,9799,336239
480466,42.634322,-79.433891,2020-03-03,5887,660075
639084,42.525659,-79.881516,2020-04-23,1127,734118
378181,43.201659,-79.956997,2020-09-18,289,595548
621146,42.30092,-79.659085,2020-06-30,1621,742957
139021,42.969899,-79.359725,2022-09-08,8263,419733
127734,43.606297,-79.997105,2020-05-01,4871,995281
221728,43.858905,-81.773884,2022-09-26,1168,495830
412993,42.959716,-79.102158,2022-07-25,456,960264
359228,42.490757,-81.88675,2020-05-20,6200,124447
287068,43.24044,-80.538678,2021-07-15,9027,804558
762868,42.88503,-80.725574,2020-06-28,7473,738890
109458,42.792292,-79.068859,2020-01-17,307,193150
99510,42.92488,-81.201384,2020-05-17,2344,534747
537963,43.166458,-79.373991,2020-10-03,1805,277061
140893,42.525659,-79.881516,2020-01-12,5794,353508
736354,43.166458,-79.373991,2020-08-08,8188,614694
861056,43.424948,-80.718568,2021-06-20,6310,571070
240777,42.816136,-81.618908,2022-02-27,3736,148545
472964,43.424948,-80.718568,2020-12-29,1741,789721
677507,42.959716,-79.102158,2021-12-15,9616,920463
43108,43.589186,-80.147774,2021-02-07,4,124413
658140,42.525659,-79.881516,2021-12-04,6563,208936
592431,43.313066,-80.308129,2021-01-25,1085,227859
332839,42.959716,-79.102158,2020-09-20,3639,554361
539293,43.903584,-79.778909,2021-07-17,1501,452855
869436,42.92488,-81.201384,2020-01-24,6121,752341
442540,42.684534,-81.702607,2020-09-26,1366,244608
745844,42.378597,-80.848284,2021-11-06,8316,341283
616879,43.858905,-81.773884,2021-08-22,3836,354956
727412,42.922154,-80.401099,2020-04-07,6594,149979
774774,43.871255,-81.244294,2020-02-28,9340,800661
935394,43.424948,-80.718568,2020-03-13,6432,525006
306964,43.755717,-81.353865,2020-10-24,6248,737650
445053,43.201659,-79.956997,2021-11-07,9577,647983
92740,42.92488,-81.201384,2020-05-14,3582,719807
342928,42.178051,-81.253546,2021-11-01,9953,623673
155004,42.681621,-79.577835,2020-04-19,9617,979418
545006,42.969899,-79.359725,2022-03-02,7073,473520
695828,42.178051,-81.253546,2022-07-21,9526,895347
342831,42.378597,-80.848284,2020-01-28,4778,440601
948342,42.652407,-81.90207,2021-04-08,7987,630595
352517,43.166458,-79.373991,2021-11-20,449,485012
801614,42.490757,-81.88675,2020-11-27,7013,378228
133082,42.7965,-79.184964,2021-10-17,1488,874725
566514,42.762376,-80.968839,2020-12-14,311,700969
985850,42.52622,-80.733885,2020-02-14,2755,656848
779304,43.342934,-81.936887,2020-05-21,8706,918326
197164,42.696686,-81.761628,2021-08-03,5415,657968
653412,43.606297,-79.997105,2021-06-30,1330,850105
248581,42.939283,-79.498154,2020-07-06,274,919582
356620,43.299186,-79.088322,2022-05-28,6820,337977
796033,43.606297,-79.997105,2021-03-06,4590,888096
666734,42.780416,-79.083087,2020-04-27,3306,100581
827783,42.969899,-79.359725,2020-01-25,9819,957925
127145,43.299186,-79.088322,2022-04-14,5421,140042
420363,43.755717,-81.353865,2022-08-05,748,669313
224532,42.816136,-81.618908,2020-04-04,9331,145322
675072,43.801198,-79.230558,2021-09-25,7625,585913
288181,43.801198,-79.230558,2021-06-03,2537,424131
657236,42.08665,-81.000876,2022-08-28,9855,127268
412159,42.30092,-79.659085,2021-11-23,8670,982676
122218,43.71033,-80.210179,2020-05-29,5432,990948
961121,42.868551,-81.819438,2021-07-20,7514,968079
883443,43.166458,-79.373991,2022-03-07,2903,873424
22464,43.166458,-79.373991,2021-06-08,1208,991058
352768,42.684534,-81.702607,2021-12-13,6665,888918
170035,42.959716,-79.102158,2020-06-03,8365,771044
193574,42.88503,-80.725574,2021-06-21,9898,939003
865155,43.082667,-79.441943,2022-08-09,2312,864924
539608,43.342934,-81.936887,2022-02-27,7607,525954
339009,42.696686,-81.761628,2020-05-08,970,469959
242489,42.922154,-80.401099,2022-03-14,6994,153060
446628,42.696686,-81.761628,2021-09-17,310,247874
282106,42.178051,-81.253546,2020-05-25,6768,874996
440644,42.964411,-79.739364,2020-01-27,9919,148841
870466,42.92488,-81.201384,2022-06-08,9230,592584
269596,42.868551,-81.819438,2021-12-28,5951,997981
678987,42.936503,-79.765705,2020-02-02,676,904155
31480,42.52622,-80.733885,2021-11-27,4777,621254
897637,42.959716,-79.102158,2021-01-02,2963,396688
211120,43.582744,-80.71969,2021-12-20,1690,766947
51823,42.816136,-81.618908,2020-11-18,6168,662933
583217,43.858905,-81.773884,2022-03-17,7420,584921
398766,42.816136,-81.618908,2021-07-28,9991,358013
555374,43.166458,-79.373991,2020-12-19,1171,156620
885011,42.681621,-79.577835,2020-10-04,8615,949432
303160,43.903584,-79.778909,2022-08-30,5598,951586
943457,42.634322,-79.433891,2022-06-22,1522,806530
923833,42.378597,-80.848284,2022-01-01,5047,802819
35967,42.30092,-79.659085,2022-05-28,9706,609440
669628,42.88503,-80.725574,2021-02-03,7713,463332
517357,42.684534,-81.702607,2022-05-27,8684,261657
131250,43.582744,-80.71969,2020-10-21,3643,714483
746816,42.959716,-79.102158,2022-07-04,7286,544107
837958,43.589186,-80.147774,2021-04-06,2935,432617
982729,42.959716,-79.102158,2021-04-13,9741,370784
793522,43.582744,-80.71969,2020-11-12,2067,714826
26200,43.352169,-80.23056,2021-05-18,978,485062
813927,43.352169,-80.23056,2020-02-21,5784,123450
644493,43.582744,-80.71969,2021-08-31,4577,635887
414453,43.313066,-80.308129,2022-03-10,5626,657287
282263,43.871255,-81.244294,2021-10-27,1137,365912
964010,43.582744,-80.71969,2020-05-06,3008,575353
964392,42.792292,-79.068859,2020-10-09,6556,240170
115798,42.696686,-81.761628,2021-06-26,2040,755663
290782,42.074769,-80.3317,2021-03-25,5802,401483
462186,42.660316,-81.559373,2022-05-23,6190,373767
293336,43.24044,-80.538678,2020-06-04,6980,609117
784024,43.755717,-81.353865,2020-10-09,6989,468231
775828,42.939283,-79.498154,2020-03-21,7347,739034
155186,43.71033,-80.210179,2020-07-04,9972,678743
398632,42.52622,-80.733885,2020-02-07,9699,176499
249425,42.696686,-81.761628,2020-03-08,2043,626304
830305,42.964411,-79.739364,2021-09-16,7414,219745
23558,42.969899,-79.359725,2021-05-21,2617,588933
247,42.696686,-81.761628,2021-12-28,6620,963613
400684,42.30092,-79.659085,2020-10-05,8103,608594
986596,43.801198,-79.230558,2022-07-20,7863,317607
235118,42.684534,-81.702607,2022-09-02,3507,929663
401003,43.606297,-79.997105,2020-12-24,4432,102415
631432,42.52622,-80.733885,2020-10-21,9820,623386
64910,42.969899,-79.359725,2022-07-01,4700,830344
